user,business,rate
MMqAhspuLz1e-vB0swnDaA,z4cCguoHdU48pj6sXMIzqg,3
VUvAJxzbmyaYRtULFXI8zQ,z4cCguoHdU48pj6sXMIzqg,5
-o3Kg4vjfaeAKxB4gwKDVg,z4cCguoHdU48pj6sXMIzqg,1
gILQPFOkYOJaDv3ZhLszLg,z4cCguoHdU48pj6sXMIzqg,3
te6YEPJQ9AzTIMvdSl2mQQ,z4cCguoHdU48pj6sXMIzqg,3
Bkz60FHM-GKGcssW8ff5QQ,z4cCguoHdU48pj6sXMIzqg,2
_BcyLKOYYVHavwXFuGHLJg,z4cCguoHdU48pj6sXMIzqg,5
rw6OR5-W0mK6UaaQRaTI5w,z4cCguoHdU48pj6sXMIzqg,4
sTzX2nNJoGlM1jY-nuwcSg,z4cCguoHdU48pj6sXMIzqg,5
-JREDmPSaKr3jLPvIx-6hg,z4cCguoHdU48pj6sXMIzqg,2
0nwGDBBbMyu1wUGhmVtMnw,z4cCguoHdU48pj6sXMIzqg,4
u2F_wCshIRLCKO0Un2R3ow,z4cCguoHdU48pj6sXMIzqg,3
wPjdB0viLu-i7YKGG3LJqA,z4cCguoHdU48pj6sXMIzqg,3
kr8SH7rI8MPL9PVaJzUB7A,z4cCguoHdU48pj6sXMIzqg,3
r-twsM61XYSWBf2mw0rkqA,z4cCguoHdU48pj6sXMIzqg,3
iTmWHtltCtk0Gm55AOxrUA,z4cCguoHdU48pj6sXMIzqg,2
7rkjF6r76ZtK2FBUqXXKlQ,z4cCguoHdU48pj6sXMIzqg,2
b5MfC8WqJCLNCsKy7eKCNg,z4cCguoHdU48pj6sXMIzqg,3
254KfTJ5pSoVAqtr2GkA5Q,z4cCguoHdU48pj6sXMIzqg,1
bLVMrLoIJSIhmEk60T0zpA,z4cCguoHdU48pj6sXMIzqg,5
hfd-nVimG_FmIbox9IrRvg,z4cCguoHdU48pj6sXMIzqg,4
SJONOpXQaMMRCjuk5Rz6lQ,z4cCguoHdU48pj6sXMIzqg,3
TsQat8V9KAnKbrMzBG1FgA,z4cCguoHdU48pj6sXMIzqg,2
K7UELEu3VxSVVo-pU3_-EA,z4cCguoHdU48pj6sXMIzqg,2
6GG8wQQrKmzWP1B_92eXww,z4cCguoHdU48pj6sXMIzqg,1
254KfTJ5pSoVAqtr2GkA5Q,z4cCguoHdU48pj6sXMIzqg,3
65CPHiIVzPiyLLy0HRu46w,z4cCguoHdU48pj6sXMIzqg,5
-XkW4sYeXhvfoUXvTUL-gg,z4cCguoHdU48pj6sXMIzqg,5
i7qUFnEVmNbyCMZ81FO5Bg,z4cCguoHdU48pj6sXMIzqg,5
_cJg3kWz6bnDmqEsSe2UEg,z4cCguoHdU48pj6sXMIzqg,2
YVv9VfYJC6avVQC5HfGUuA,z4cCguoHdU48pj6sXMIzqg,1
OMikIdIF3NzvrFej1efqlw,z4cCguoHdU48pj6sXMIzqg,2
5eBYTs1PL2lPy-ng6co5yA,mbKM8aLB3H7BCEGbQspPFw,5
23dFfUlnAVBEL6vwGlIwog,mbKM8aLB3H7BCEGbQspPFw,5
4oClSvcUPvvyY8H-EuxSkg,mbKM8aLB3H7BCEGbQspPFw,5
6deaMWBaD4P3QjghDoWxrg,sbTF0cLKZH6_BP8BLARVDg,4
TckShYnQa0eD3WQxdoE3GQ,sbTF0cLKZH6_BP8BLARVDg,3
Iseb_IvqOEfY_p1m9OwTrw,sbTF0cLKZH6_BP8BLARVDg,3
YcbAvmaOvlM3edbZzqBGXg,sbTF0cLKZH6_BP8BLARVDg,2
fI3a9HoBB7TWIZ5zVGIjng,sbTF0cLKZH6_BP8BLARVDg,3
P3W-zTlwK9CerNfdvcJjag,sbTF0cLKZH6_BP8BLARVDg,2
TZpC5HlhrQAQ6dOb4M43LQ,sbTF0cLKZH6_BP8BLARVDg,4
D1G8W0SgCbsKTv7cAqKcNg,sbTF0cLKZH6_BP8BLARVDg,3
nEYPahVwXGD2Pjvgkm7QqQ,sbTF0cLKZH6_BP8BLARVDg,4
zuhaMD0a5Zt_ww48ed4RSg,sbTF0cLKZH6_BP8BLARVDg,1
JNLqKOwVPk25IUbg7Hc8wA,sbTF0cLKZH6_BP8BLARVDg,2
J_q8jN623uew8ZzMChXBCA,sbTF0cLKZH6_BP8BLARVDg,3
el4dtB5KTw_JEq4IaDnbFQ,sbTF0cLKZH6_BP8BLARVDg,4
bZC1KXe6vw8k6REIVs-iuw,sbTF0cLKZH6_BP8BLARVDg,4
ObYBbapQShoG4zjDR1gSXw,sbTF0cLKZH6_BP8BLARVDg,3
JEvkfVPf_DuhX-ntE5L6bQ,sbTF0cLKZH6_BP8BLARVDg,1
u2F_wCshIRLCKO0Un2R3ow,sbTF0cLKZH6_BP8BLARVDg,2
k8ZTZB_4CXXtZeBkmXGxuw,sbTF0cLKZH6_BP8BLARVDg,1
f9LuLzqLMNJJoV3zmu6dBA,sbTF0cLKZH6_BP8BLARVDg,3
feunuiLCvZikmms4JzOF3g,sbTF0cLKZH6_BP8BLARVDg,3
te6YEPJQ9AzTIMvdSl2mQQ,sbTF0cLKZH6_BP8BLARVDg,3
8XyH_IcGDtXFJSOXB4ka7g,sbTF0cLKZH6_BP8BLARVDg,3
xaoJGlgl16uOwtWiZ35sqQ,sbTF0cLKZH6_BP8BLARVDg,2
ylIgegaQaJOjL4_lH2EkFA,sbTF0cLKZH6_BP8BLARVDg,4
vEYQcPt0B6OEWCAir5n8_w,sbTF0cLKZH6_BP8BLARVDg,1
fEYo_a8cy9G_xQc3TGY_IA,sbTF0cLKZH6_BP8BLARVDg,1
59A-ZxUMOgIl2MAnySh-Aw,sbTF0cLKZH6_BP8BLARVDg,3
iTmWHtltCtk0Gm55AOxrUA,D5AC_cRdXrSWqL8KjJt5KA,3
Sue6ZMVoc08_KDhV26V_Jw,D5AC_cRdXrSWqL8KjJt5KA,2
jTvfEy0AWYcOA3H4e_Or3w,D5AC_cRdXrSWqL8KjJt5KA,5
JpYc9TugMbo2Q__OH7TNQA,OxIeMVcop5oxBUWANi-1Rw,4
TckShYnQa0eD3WQxdoE3GQ,OxIeMVcop5oxBUWANi-1Rw,3
VEY1vr-ND7YUofcV6XZJCQ,OxIeMVcop5oxBUWANi-1Rw,4
OGXtGsp0HoiBHxo7S1Uv8g,OxIeMVcop5oxBUWANi-1Rw,5
hEk0VssowoyeEF2R0ZB-7w,OxIeMVcop5oxBUWANi-1Rw,3
qOwMg5pNHA5G--Iz1HOplQ,OxIeMVcop5oxBUWANi-1Rw,4
5eBYTs1PL2lPy-ng6co5yA,OxIeMVcop5oxBUWANi-1Rw,3
Xmuk68liVfhyG-WfsUt_hg,OxIeMVcop5oxBUWANi-1Rw,4
mXJS_e-zR68eExLhMrxJPA,OxIeMVcop5oxBUWANi-1Rw,5
sPG23F244XidNCwrD_BBAA,OxIeMVcop5oxBUWANi-1Rw,4
TiVljgm3EQspVaG7CpUWUw,OxIeMVcop5oxBUWANi-1Rw,2
_gA5BmEB4PRR2QsZFSOdpw,OxIeMVcop5oxBUWANi-1Rw,4
WoSnVbckLgV3lWceH60WOw,OxIeMVcop5oxBUWANi-1Rw,4
aWbln8gUdAbbmbz1wh934w,OxIeMVcop5oxBUWANi-1Rw,4
nEYPahVwXGD2Pjvgkm7QqQ,OxIeMVcop5oxBUWANi-1Rw,4
2Wni-wBq5rcJcbV2DFvyDg,OxIeMVcop5oxBUWANi-1Rw,4
ajTkpALL3he37bTYa35Snw,OxIeMVcop5oxBUWANi-1Rw,4
DD3fOuL8bo6jrEsSeQHx9A,OxIeMVcop5oxBUWANi-1Rw,3
JEvkfVPf_DuhX-ntE5L6bQ,OxIeMVcop5oxBUWANi-1Rw,4
vOz8Tgfe9ujzb4Tjw_boZg,OxIeMVcop5oxBUWANi-1Rw,3
Enzdhh-rV5JgC4lgg0IdFw,OxIeMVcop5oxBUWANi-1Rw,4
slVCyH-xCSj4caCW5it3ag,OxIeMVcop5oxBUWANi-1Rw,5
xSyjJmHMYyoutsNznUWTqw,OxIeMVcop5oxBUWANi-1Rw,4
2VqU7uoDeiE8OUL14Ce5Ig,OxIeMVcop5oxBUWANi-1Rw,4
UZhNbC4E31-Hjx7SVA3hdw,OxIeMVcop5oxBUWANi-1Rw,3
nr036PbhhQDdS6wSywErag,OxIeMVcop5oxBUWANi-1Rw,4
Ywhgp3fqzQngg3RnFnpJHw,OxIeMVcop5oxBUWANi-1Rw,2
_e5drmTJBSV0yiFBrTimtg,OxIeMVcop5oxBUWANi-1Rw,4
xI73iMf8OhOlG9hGWYNvEA,OxIeMVcop5oxBUWANi-1Rw,2
uT1Ls6QFjNX2mL3JjYQGpA,OxIeMVcop5oxBUWANi-1Rw,4
D1G8W0SgCbsKTv7cAqKcNg,OxIeMVcop5oxBUWANi-1Rw,4
AMJId7Tgxb2tJNcsz0GB7g,OxIeMVcop5oxBUWANi-1Rw,3
u2F_wCshIRLCKO0Un2R3ow,OxIeMVcop5oxBUWANi-1Rw,4
3gQeZj9dlVNlRVI-pcUc4Q,OxIeMVcop5oxBUWANi-1Rw,4
LVjK9DH4LkxgjQ3aROnC-g,OxIeMVcop5oxBUWANi-1Rw,4
O0eYjk-Z-ygx8Muz9au0_Q,OxIeMVcop5oxBUWANi-1Rw,2
q8ISeEtPduAfa9TPldFWsw,OxIeMVcop5oxBUWANi-1Rw,4
6VEID9yjoYWFZkUcP_GNBg,OxIeMVcop5oxBUWANi-1Rw,4
Yutffkp2D18GmNE4BTjVzQ,OxIeMVcop5oxBUWANi-1Rw,5
rkmM0Ku4NmG6gE5DaaEntA,OxIeMVcop5oxBUWANi-1Rw,1
s53i1zN1TBOjFQScmSrOMA,OxIeMVcop5oxBUWANi-1Rw,5
E_SsUm2t3H5ub3_86fGdDQ,OxIeMVcop5oxBUWANi-1Rw,4
udT5L2wjSQC0AnlFx_pZjQ,OxIeMVcop5oxBUWANi-1Rw,4
jcLNhGlrdkn-7-VjDQC3og,OxIeMVcop5oxBUWANi-1Rw,2
UOHbBzUVkdbANV8fz-1gNw,OxIeMVcop5oxBUWANi-1Rw,4
e7iHB7gZbVuD-UvJVKe3cQ,OxIeMVcop5oxBUWANi-1Rw,4
DJEMTgcPO5O6qQA1eWNLSw,OxIeMVcop5oxBUWANi-1Rw,4
njgEC3foXamFUQxsTBeY5A,OxIeMVcop5oxBUWANi-1Rw,4
dJzslI-oWIKNS05Rmm8ZaA,OxIeMVcop5oxBUWANi-1Rw,1
So32N7bSbUd1RwhFtI6jTQ,OxIeMVcop5oxBUWANi-1Rw,4
hru2IDwSyN61sgWPtJw_hA,OxIeMVcop5oxBUWANi-1Rw,4
oUC0NIplquJ0qQw0LgUA9Q,OxIeMVcop5oxBUWANi-1Rw,3
5UCdxI_krbnv7_7Q3Ur_eQ,OxIeMVcop5oxBUWANi-1Rw,4
DLu1Bum8EXNE62xno-v0VA,OxIeMVcop5oxBUWANi-1Rw,4
1h5T9mNgReCiykYCxvI55A,OxIeMVcop5oxBUWANi-1Rw,4
9wh1o_CwA8I3x8JIdbxxIQ,OxIeMVcop5oxBUWANi-1Rw,5
sXLGIGuilN1ezoEPZOOgLw,OxIeMVcop5oxBUWANi-1Rw,3
z0lgUrgaePYLOEzD55Jv7w,OxIeMVcop5oxBUWANi-1Rw,1
5t-K-1RfLdmT_1HGeg3fiw,OxIeMVcop5oxBUWANi-1Rw,4
DwXVdLxCHp9Uag-HjWgcnQ,OxIeMVcop5oxBUWANi-1Rw,4
dZSPr3k59Eb2jq9cufXdGA,OxIeMVcop5oxBUWANi-1Rw,5
y1_JFquVooxzoICzc7Ubaw,OxIeMVcop5oxBUWANi-1Rw,3
6jJVKKrSPBCHTHJ4RAZyHQ,OxIeMVcop5oxBUWANi-1Rw,1
hru2IDwSyN61sgWPtJw_hA,OxIeMVcop5oxBUWANi-1Rw,5
iPTZ9JTTdq4dzbJPM5O8tQ,OxIeMVcop5oxBUWANi-1Rw,3
qBw_LxkR-sBBYGuF1hDD6A,OxIeMVcop5oxBUWANi-1Rw,4
XUkWFSL4A31aCKk8knN1Bg,OxIeMVcop5oxBUWANi-1Rw,5
qnxh-3mYWWPN_k6OkmSJiQ,OxIeMVcop5oxBUWANi-1Rw,3
wCJbSEmMeZ0mAnJRQEyfCQ,OxIeMVcop5oxBUWANi-1Rw,3
asoU6U2uCGvzZ_10WikqkQ,OxIeMVcop5oxBUWANi-1Rw,4
k0asFCouA-ig53tfriFazA,OxIeMVcop5oxBUWANi-1Rw,4
veXe0b70eNJtWt4KSawZ3A,OxIeMVcop5oxBUWANi-1Rw,3
TW9QQzsI6FKO9jmBBfc5qA,OxIeMVcop5oxBUWANi-1Rw,4
5P72aqj8VqbJ70LIhS3FPA,OxIeMVcop5oxBUWANi-1Rw,4
JMsSP-2qsqbTODKu7OOyvA,OxIeMVcop5oxBUWANi-1Rw,4
f9LuLzqLMNJJoV3zmu6dBA,OxIeMVcop5oxBUWANi-1Rw,3
VJ8l4QdkOUzAwawk6RP2tQ,OxIeMVcop5oxBUWANi-1Rw,3
tqf0HU3a1-AgocYSZGTmmQ,OxIeMVcop5oxBUWANi-1Rw,5
2t1-DyiofeAg2s8yz9L9oQ,OxIeMVcop5oxBUWANi-1Rw,4
DolB_hQC2YsU0okKNiyopw,OxIeMVcop5oxBUWANi-1Rw,3
BAjnEJ5qPy7YO7oBudkxBw,OxIeMVcop5oxBUWANi-1Rw,1
BIhaDL2HfIVGAadwH0FUBw,OxIeMVcop5oxBUWANi-1Rw,4
2Cz9UMROckLwWHRt0IJMTQ,OxIeMVcop5oxBUWANi-1Rw,5
G_BvSxt71MqF_x4jgEyqSA,OxIeMVcop5oxBUWANi-1Rw,5
lLmnsl9jR4Sx5vVGlw0IdA,OxIeMVcop5oxBUWANi-1Rw,4
k2v6e52IAL1daBeNogxBqw,OxIeMVcop5oxBUWANi-1Rw,3
1QDPLi6W1ntccJuSe4yrIg,OxIeMVcop5oxBUWANi-1Rw,4
MR-X742GO4wt99mhnOwujA,OxIeMVcop5oxBUWANi-1Rw,4
XKogsFcOe4ZLJCy3AqPHXA,OxIeMVcop5oxBUWANi-1Rw,5
11Ydte1VfE85UHK24d4QRQ,OxIeMVcop5oxBUWANi-1Rw,1
SlKJNLm1SQdgaaKtqD--1w,OxIeMVcop5oxBUWANi-1Rw,4
SWkIMFAcK44FLGO0upgSWQ,OxIeMVcop5oxBUWANi-1Rw,4
fBdl02j2Yp8glZ_8woQzoA,OxIeMVcop5oxBUWANi-1Rw,4
IZZmKX-y1JZ5GER3AlxkLA,OxIeMVcop5oxBUWANi-1Rw,2
LI8pJikVw0xMpwQ1vMv8dA,OxIeMVcop5oxBUWANi-1Rw,2
8XyH_IcGDtXFJSOXB4ka7g,OxIeMVcop5oxBUWANi-1Rw,4
96SEbSSBCf8PsG01I2cciA,OxIeMVcop5oxBUWANi-1Rw,4
Ha8rti2UceNeDyha5EzBtw,OxIeMVcop5oxBUWANi-1Rw,1
C0msWCbFq2t47EzEsQyOsw,OxIeMVcop5oxBUWANi-1Rw,1
kw4KEGRo0OtE4grNIpTytQ,OxIeMVcop5oxBUWANi-1Rw,5
jThUkO26of_9arLY5zUszg,OxIeMVcop5oxBUWANi-1Rw,4
MSuyK2p8G9hEqyWf5IgnYQ,OxIeMVcop5oxBUWANi-1Rw,3
bhZ13wN_5lQrKX278AP_aw,OxIeMVcop5oxBUWANi-1Rw,4
zgyCI8Km1UFCwPCbZiy1qg,OxIeMVcop5oxBUWANi-1Rw,5
4B3hc20yaGaSvWYmJInMiQ,OxIeMVcop5oxBUWANi-1Rw,3
DJEMTgcPO5O6qQA1eWNLSw,OxIeMVcop5oxBUWANi-1Rw,3
3CxWftKJAqpsYRW0FqIWeg,OxIeMVcop5oxBUWANi-1Rw,3
IB4Oxk8IlNG2K0oH0I9Dkg,OxIeMVcop5oxBUWANi-1Rw,4
TBJ6rqcpHWbrBh5cVb5WRA,OxIeMVcop5oxBUWANi-1Rw,4
xtv-RHo_mMjNq0oX7nRn7w,OxIeMVcop5oxBUWANi-1Rw,4
946V1QGcAqScy7PlO5JZTg,OxIeMVcop5oxBUWANi-1Rw,2
CgFXH7jaOfTMSERZkH-4dg,OxIeMVcop5oxBUWANi-1Rw,3
JIj7kgAm0lNuzMAY5sMSHg,OxIeMVcop5oxBUWANi-1Rw,3
3hMP1xJ1egtG913C_fXgDQ,OxIeMVcop5oxBUWANi-1Rw,4
5s0YP_ZMshAYPb0VdSfukw,OxIeMVcop5oxBUWANi-1Rw,4
f3z4VItrhUYgvIIEXdavxw,OxIeMVcop5oxBUWANi-1Rw,5
9OZH1Ecw-qUkCW5MS0NefA,OxIeMVcop5oxBUWANi-1Rw,4
2rSeth60_CuWN3ZJ4k41lg,OxIeMVcop5oxBUWANi-1Rw,3
4_Dryo2baP031C5PMuSMEw,OxIeMVcop5oxBUWANi-1Rw,4
HrOQHeRzEm3DzqDLLwmrbw,OxIeMVcop5oxBUWANi-1Rw,4
KFRC_GdFH-bXb6brxd7WvQ,OxIeMVcop5oxBUWANi-1Rw,3
SVd6Re9tpabo413b4LghYw,imzKM9-mgN1Yk_RIXx3IgA,4
go2dZIDfrEBqfsGKnA4m7g,imzKM9-mgN1Yk_RIXx3IgA,1
JbWgxQ_e8a_eMNZvvxMtEg,imzKM9-mgN1Yk_RIXx3IgA,4
8uhfS3p00BXRjFOR8y_klw,imzKM9-mgN1Yk_RIXx3IgA,4
So32N7bSbUd1RwhFtI6jTQ,imzKM9-mgN1Yk_RIXx3IgA,5
8XyH_IcGDtXFJSOXB4ka7g,imzKM9-mgN1Yk_RIXx3IgA,1
9jgsCwQR_3gzli7X5E9aTg,imzKM9-mgN1Yk_RIXx3IgA,4
2rSeth60_CuWN3ZJ4k41lg,imzKM9-mgN1Yk_RIXx3IgA,5
0RO6wzfwoVXuaaq_5rP-Rw,imzKM9-mgN1Yk_RIXx3IgA,4
kWkgwRxqWD-h260dMTkHUA,imzKM9-mgN1Yk_RIXx3IgA,4
RT_J6yY0I01nANeP6wARxA,imzKM9-mgN1Yk_RIXx3IgA,4
4mb4BvpcN24nLYgV4uoA3A,imzKM9-mgN1Yk_RIXx3IgA,1
RjTEKl_vizX3CpIecS6FRg,imzKM9-mgN1Yk_RIXx3IgA,4
LYKMElh2u27sPIzoQFaGIQ,1n0n_-Iz0e3iVpH8sereiA,4
iTmWHtltCtk0Gm55AOxrUA,1n0n_-Iz0e3iVpH8sereiA,4
QE6vmJ3_MiBZD2o6uN1ZAQ,1n0n_-Iz0e3iVpH8sereiA,3
1ToqCxhANlKXg5m8Mq6HyQ,1n0n_-Iz0e3iVpH8sereiA,4
MuIQ8Rm2ZrERGE9mtxqGqw,1n0n_-Iz0e3iVpH8sereiA,4
0aFXjOk6NqvJ61GcvOAusA,1n0n_-Iz0e3iVpH8sereiA,5
7oJ67QsZvQUqaEh0qyd40w,1n0n_-Iz0e3iVpH8sereiA,3
nCi-BpCo_4iNFPb4QWUL6w,1n0n_-Iz0e3iVpH8sereiA,4
_DWxIyqYSAlBCm53xx1LKw,1n0n_-Iz0e3iVpH8sereiA,4
IzhHexyJoEwWy2rqD3BhJw,1n0n_-Iz0e3iVpH8sereiA,1
b6xBiEt5iQ_HZ41Qh_ZNIA,1n0n_-Iz0e3iVpH8sereiA,4
5iYis_-EF5RDfjo9yPsoFw,1n0n_-Iz0e3iVpH8sereiA,2
TIFX0jkfFLpsPWvsHqSdng,1n0n_-Iz0e3iVpH8sereiA,3
VESaDn1MpEIAC7C-SvGO2w,1n0n_-Iz0e3iVpH8sereiA,4
qPGLUQUG43b3aBZKDUBlMw,1n0n_-Iz0e3iVpH8sereiA,3
N_cH3QA_eXXmnzz-nzEeKA,1n0n_-Iz0e3iVpH8sereiA,2
RDtp7XSLcvBt3AbOxjtYaA,1n0n_-Iz0e3iVpH8sereiA,2
N_cH3QA_eXXmnzz-nzEeKA,1n0n_-Iz0e3iVpH8sereiA,1
dapbOj1WwSchUr-7V63IBg,1n0n_-Iz0e3iVpH8sereiA,2
jd5yWDLRt5NnwTZdPRAnuQ,1n0n_-Iz0e3iVpH8sereiA,3
wKDTFPIdF7Ip0Ao1t0ntbA,1n0n_-Iz0e3iVpH8sereiA,1
bBA9130WyXrhLI8-wML_uQ,1n0n_-Iz0e3iVpH8sereiA,2
So32N7bSbUd1RwhFtI6jTQ,1n0n_-Iz0e3iVpH8sereiA,2
IcfA3eWFRGxoCYrQyIjicQ,1n0n_-Iz0e3iVpH8sereiA,1
WojBf49mPg39nnQnlDVctA,1n0n_-Iz0e3iVpH8sereiA,1
os5QcOEDU15vVd38vLpLyw,1n0n_-Iz0e3iVpH8sereiA,3
dENoFJQbXqeyRmoHLogVzw,1n0n_-Iz0e3iVpH8sereiA,1
IjP2TmEzOBku548h3Ms2SA,1n0n_-Iz0e3iVpH8sereiA,2
xicMIEyyNhzLPgUftsBdpA,1n0n_-Iz0e3iVpH8sereiA,1
_htcjyKSFXPg4NUFNqNk8g,1n0n_-Iz0e3iVpH8sereiA,1
e7iHB7gZbVuD-UvJVKe3cQ,1n0n_-Iz0e3iVpH8sereiA,1
9OZH1Ecw-qUkCW5MS0NefA,1n0n_-Iz0e3iVpH8sereiA,2
xN0uI5Braocke_F27OxwEQ,1n0n_-Iz0e3iVpH8sereiA,1
hfd-nVimG_FmIbox9IrRvg,3kl25XEmET3SM-6jIa9-MQ,5
11Ydte1VfE85UHK24d4QRQ,3kl25XEmET3SM-6jIa9-MQ,4
PrMlXX6fbMsJie9ausN41g,IEHaU93HpEbdUO4z4bKzDw,5
xdU-tR3irC-xs9d7QbBvkw,IEHaU93HpEbdUO4z4bKzDw,4
zjxXxwFXefqmoCJgS1GPOQ,IEHaU93HpEbdUO4z4bKzDw,3
EJXIcJmxJDBJdVHt3nGpEw,IEHaU93HpEbdUO4z4bKzDw,5
q01EJuVT9tCHS_kO1qsTJw,IEHaU93HpEbdUO4z4bKzDw,5
7xH9Qey07WJYq5E1sFxo_g,IEHaU93HpEbdUO4z4bKzDw,2
askAhuYoed_gpPwc00uKaw,IEHaU93HpEbdUO4z4bKzDw,3
0xIQG-NrqMx5id6yJpQp8Q,IEHaU93HpEbdUO4z4bKzDw,4
CAeAEF6mtQngTC1dzW5BpA,IEHaU93HpEbdUO4z4bKzDw,4
in8F1VdUbEe9NYvkGQ_R2w,IEHaU93HpEbdUO4z4bKzDw,5
-lbwRGNJgdx3QQIoVxRwSw,IEHaU93HpEbdUO4z4bKzDw,4
gmImSCRhliREDM-lVUa_Tg,IEHaU93HpEbdUO4z4bKzDw,5
USvHX2id26q-bc2o69u29Q,IEHaU93HpEbdUO4z4bKzDw,1
-ke0O45_B6STtEqd5s_ANw,IEHaU93HpEbdUO4z4bKzDw,3
dtd-wIGTJl7QVWpCA-3_Cw,IEHaU93HpEbdUO4z4bKzDw,1
HwqAGCDK9dKZM4lCdrYbvg,IEHaU93HpEbdUO4z4bKzDw,4
UNreN78SJEV-fabY8vzEFA,IEHaU93HpEbdUO4z4bKzDw,4
MuIQ8Rm2ZrERGE9mtxqGqw,9D4PMia-8WqCYXnr7TM0Pw,3
TckShYnQa0eD3WQxdoE3GQ,9D4PMia-8WqCYXnr7TM0Pw,4
TYdOKKLtA7LITxV7Y2_wjA,9D4PMia-8WqCYXnr7TM0Pw,3
qPGLUQUG43b3aBZKDUBlMw,9D4PMia-8WqCYXnr7TM0Pw,4
41F_XaXSi8ccxEUpD7oYmA,9D4PMia-8WqCYXnr7TM0Pw,5
g8K-AQC2_FKx5soEY0iaZQ,9D4PMia-8WqCYXnr7TM0Pw,5
r7EGhWNLEPlqsGaa1Je2KA,9D4PMia-8WqCYXnr7TM0Pw,5
dAI9QZH6vQJUmzoNFvxmPA,9D4PMia-8WqCYXnr7TM0Pw,5
8XyH_IcGDtXFJSOXB4ka7g,9D4PMia-8WqCYXnr7TM0Pw,4
vJ1ZZu1sOEcPTW_QTp9uSA,9D4PMia-8WqCYXnr7TM0Pw,5
tH4brXlghqKn_9GbahrMTQ,9D4PMia-8WqCYXnr7TM0Pw,4
59A-ZxUMOgIl2MAnySh-Aw,9D4PMia-8WqCYXnr7TM0Pw,4
Ak2XcsU_tp76oMx3fnCo7w,9D4PMia-8WqCYXnr7TM0Pw,5
kwt3jR3GOx9epcmoE80aeg,9D4PMia-8WqCYXnr7TM0Pw,5
hru2IDwSyN61sgWPtJw_hA,9D4PMia-8WqCYXnr7TM0Pw,5
FyBDOL8enggpQcELWc5vsw,9D4PMia-8WqCYXnr7TM0Pw,4
1EPVa94Ohjbdatq1FmLRiQ,06SQoq5EV4XAY-yKrEtCQg,5
kTucxiqnRk2Qlh9MC1tRbw,06SQoq5EV4XAY-yKrEtCQg,4
npQfpyhjm4yoLdVXwTZ8jg,06SQoq5EV4XAY-yKrEtCQg,1
jaDTgMqh4DzoLJrMrW3JcA,Jj7EE1vPUaKHykA7WzlIew,3
YldwO3SkmpQK9w67r_aHhw,Jj7EE1vPUaKHykA7WzlIew,5
6dRrPsHJvcxMg3meqg434A,Jj7EE1vPUaKHykA7WzlIew,4
cA2P8-ZSKAxVjWxO8N-yTA,9oto9YGsXjGMW6tLV9S3aQ,1
w0IkPULzM6b3BkWAsA_oGQ,9oto9YGsXjGMW6tLV9S3aQ,5
-mbFSKhkzFmooihn6J8UIQ,9oto9YGsXjGMW6tLV9S3aQ,1
hru2IDwSyN61sgWPtJw_hA,9oto9YGsXjGMW6tLV9S3aQ,5
83ctfLRkC7roE1qOy0IuhA,NeUf9FyCCIN4MEseNyqkXQ,4
57ghQ4PJbGy-3LP7zSVnEg,NeUf9FyCCIN4MEseNyqkXQ,4
gZrhBF90vlBvBycEvN9OgA,NeUf9FyCCIN4MEseNyqkXQ,4
8NS-MGI4sGoW2dsKXkdXUg,NeUf9FyCCIN4MEseNyqkXQ,5
UzUl6W5IgnX0qFXcbOt9iQ,NeUf9FyCCIN4MEseNyqkXQ,5
eR8uKIZe7h_v5e3nzkJNvA,NeUf9FyCCIN4MEseNyqkXQ,4
xaAntk2jlTnxPveL0AxmJQ,NeUf9FyCCIN4MEseNyqkXQ,5
DDB-Uknc1pHKFdx7S5aOGQ,NeUf9FyCCIN4MEseNyqkXQ,5
1ToqCxhANlKXg5m8Mq6HyQ,NeUf9FyCCIN4MEseNyqkXQ,4
IT_W5X3v6CjprHIelecAzQ,NeUf9FyCCIN4MEseNyqkXQ,2
Dbqdzs9lT3wNe0Z_qXDbAw,NeUf9FyCCIN4MEseNyqkXQ,4
FRAxJCYLWArTIIUfSVE5NQ,NeUf9FyCCIN4MEseNyqkXQ,4
lmMvpjllWsyDcAwfZN1suQ,NeUf9FyCCIN4MEseNyqkXQ,2
sxTd3KS3flJVaqOdCp85Sg,NeUf9FyCCIN4MEseNyqkXQ,2
SAp9B5CFdW5Nfi0Z6hxyOA,NeUf9FyCCIN4MEseNyqkXQ,5
crrp9oqSWsVnDHPKgy_bqw,NeUf9FyCCIN4MEseNyqkXQ,4
ZnOdDbndR0b5p6eF-014vA,NeUf9FyCCIN4MEseNyqkXQ,3
1YNke-zSL6n3eRfpjRqK4A,NeUf9FyCCIN4MEseNyqkXQ,5
gWD87vXQsH6PRcExjo_ULA,NeUf9FyCCIN4MEseNyqkXQ,5
F83_Aw3JALnwkEouq_hD_g,NeUf9FyCCIN4MEseNyqkXQ,4
S4zfvzgAyyl8z7ZxOrygqw,NeUf9FyCCIN4MEseNyqkXQ,4
7Rfg_PLtU-Kny47JFj3jYQ,NeUf9FyCCIN4MEseNyqkXQ,4
r03q28rqlF0YY-7WW027Cg,NeUf9FyCCIN4MEseNyqkXQ,5
NXjGvODQKl69NDf-GYPCLA,NeUf9FyCCIN4MEseNyqkXQ,2
